,22,26,28,38,55,58,65,70,75,79,92,102,109,114,119,128,147,148,153,164,190,195,205,206,210,211,244,252,286,303,306,313,317,327,332,339,359,372,389,390,391,392,393,394,395
0,68.55099,41.963554,54.391804,54.200954,48.506393,36.27126,57.056034,68.63563,28.999231,50.99035,56.0043,72.2991,63.436752,41.903954,74.01335,31.514795,37.612015,40.082924,84.59494,56.56912,53.240982,75.29177,46.02467,49.75515,57.897873,61.889946,71.71006,71.337944,58.549107,70.21136,37.964127,90.54354,71.41176,82.32438,93.86359,29.37373,40.0,20.78682,2.9999955,3.0000014,2.5000029,5.199999,1.000002,0.50000197,2.5000017
1,66.54516,29.610733,50.90355,58.716988,50.866882,36.782803,51.838985,63.86703,21.516163,46.709156,57.71438,74.42291,73.54367,41.98247,69.54888,32.127445,34.928867,43.440178,82.658005,53.221466,51.308292,71.58938,47.992996,51.861916,69.69381,63.893574,67.25994,67.682304,60.672913,72.35197,37.973835,93.43092,74.29421,85.46261,97.026405,30.114967,40.0,25.17586,3.4569907,3.123603,1.6662025,5.0424547,1.5332346,0.10557487,2.7294946
2,66.05594,29.554964,50.22091,58.3105,47.830517,36.66854,50.185966,63.31303,20.690231,45.98312,56.106133,72.61716,71.622375,40.973446,68.94124,32.012524,34.28685,43.276413,81.5114,52.554237,50.663197,70.70102,45.77181,49.35713,68.34263,61.992462,66.64741,66.84884,58.86716,70.16856,37.95312,91.14138,72.015175,83.42712,94.9385,29.59249,40.0,25.188705,3.9725685,2.9487116,2.2096019,5.3002343,2.108139,0.38100922,3.191048
3,65.737885,29.597008,49.842407,58.177654,46.805485,36.83254,49.298527,62.999573,20.2932,45.5968,55.723606,72.159836,71.09826,40.81082,68.60448,32.160553,33.98244,43.2129,81.21871,52.17996,50.278973,70.279915,45.10905,48.578644,67.963455,61.50652,66.309296,66.4488,58.40984,69.55387,37.944332,90.562225,71.44048,82.93765,94.42678,29.294273,40.0,25.280867,4.4085326,2.709675,2.2575526,5.441612,2.4793627,0.5819365,3.2472305
4,65.53685,29.668352,49.647312,58.21139,46.606316,37.08628,49.061134,62.826878,20.15896,45.41833,55.597187,72.04173,72.10033,40.987732,68.42465,32.413967,33.855186,43.16371,81.30351,51.98235,50.067245,70.10346,44.94784,48.40179,68.582306,61.37677,66.12963,66.27767,58.291737,69.41201,37.94291,90.75145,71.63045,83.1168,94.60233,29.145454,40.0,25.386837,4.812694,2.4595785,2.1634932,5.499999,2.7722938,0.73736423,3.156101
5,65.24181,29.694778,49.302914,57.897987,45.662884,37.229015,48.308483,62.54224,19.779951,45.060627,55.209686,71.598625,70.95413,40.88394,68.12144,32.536278,33.593323,42.951336,81.073746,51.642536,49.7169,69.74107,44.31603,47.669956,67.75608,60.907085,65.82555,65.932,57.84863,68.832146,37.93556,90.376236,71.25896,82.81045,94.277374,28.729555,40.0,25.456636,5.210279,2.2148447,2.067034,5.499999,3.0505466,0.87432796,3.0482566
6,65.38395,30.86462,49.57573,58.015896,46.815147,37.641476,49.530888,62.87233,20.13812,45.335194,55.55692,72.193214,72.413506,41.609432,68.4457,32.986977,33.91039,42.902527,81.785286,51.91074,49.945057,70.17941,45.011635,48.518993,68.71801,61.450195,66.151794,66.34631,58.443214,69.53497,37.94699,78.81062,59.687534,66.83215,78.328026,28.996107,40.0,27.048317,4.934491,1.9819845,1.8254579,5.499999,3.268124,1.2034427,2.8366137
7,65.61322,31.471252,50.272823,60.95567,53.20175,39.09891,52.263824,63.460938,21.386417,46.159245,59.49496,76.45231,80.15618,44.484,69.11361,34.454933,34.79434,45.12592,84.55294,52.57114,50.440296,71.403496,49.99081,53.983124,74.91685,65.90014,66.83007,67.47858,62.702312,74.474686,37.982338,83.40064,64.25961,70.96108,82.54639,30.719051,40.0,27.639141,4.5012527,1.8000933,1.8679763,5.499999,3.5713985,1.5978838,2.8172753
8,65.68199,31.616783,50.889263,60.334747,49.538486,36.144096,51.065434,63.395214,26.794514,48.410057,57.269356,74.03533,77.43001,36.270615,68.986496,32.092537,34.41147,44.83294,64.56038,52.908096,50.351578,70.87295,47.163734,50.865192,73.113625,63.347263,66.695274,67.00362,60.285336,71.63095,37.96141,80.186745,61.056343,68.02023,79.552574,30.290585,40.0,27.826283,4.2619,1.8273009,3.0266404,5.499999,3.8450377,2.0297968,3.5095308
